name,height_cm,weight_kg,reach_cm,stance,dob,splm,str_acc,sapm,str_def,td_avg,td_avg_acc,td_def,sub_avg,wins,losses,draws
Gabe Green,177.8,70.31,185.42,Switch,1993-05-02,5.6,45.0,6.19,47.0,0.71,50.0,50.0,0.5,12.0,5.0,0.0
Gabe Lemley,172.72,70.31,,Orthodox,,,,,,,,,,,,
Gabe Ruediger,177.8,70.31,,Orthodox,1977-08-29,1.7,31.0,5.16,41.0,2.04,11.0,28.0,0.0,18.0,8.0,0.0
Gable Steveson,,112.94,,,2000-05-31,,,,,,,,,,,
Gabriel Arges,,77.11,,,1993-01-29,,,,,,,,,,,
Gabriel Benitez,172.72,70.31,180.34,Southpaw,1988-06-15,5.26,41.0,4.49,63.0,0.22,50.0,55.0,0.9,23.0,13.0,0.0
Gabriel Bonfim,185.42,77.11,182.88,Orthodox,1997-08-20,4.54,45.0,3.53,63.0,4.03,55.0,76.0,1.6,18.0,1.0,0.0
Gabriel Carrasco,167.64,61.23,,,,,,,,,,,,,,
Gabriel Checco,185.42,83.91,,Switch,1986-04-03,,,,,,,,,,,
Gabriel Gonzaga,187.96,109.77,193.04,Orthodox,1979-05-18,2.12,45.0,2.94,57.0,2.8,39.0,66.0,1.1,17.0,11.0,0.0
Gabriel Miglioli,172.72,77.11,,,,,,,,,,,,,,
Gabriel Miranda,180.34,65.77,180.34,Orthodox,1990-03-25,3.23,43.0,6.01,37.0,4.75,38.0,0.0,1.9,17.0,8.0,0.0
Gabriel Salinas-Jones,185.42,111.13,,,1984-11-20,,,,,,,,,,,
Gabriel Santos,175.26,65.77,177.8,Orthodox,1996-11-28,4.35,60.0,4.31,45.0,3.8,54.0,87.0,1.2,12.0,2.0,0.0
Gabriel Silva,167.64,61.23,180.34,Orthodox,1994-08-26,1.3,34.0,3.47,45.0,1.5,25.0,38.0,0.5,8.0,2.0,0.0
Gabriella Fernandes,167.64,56.7,167.64,Southpaw,1993-08-13,3.56,48.0,5.19,52.0,0.44,18.0,68.0,0.2,11.0,3.0,0.0
Gabrielle Holloway,160.02,65.77,,,1990-04-15,,,,,,,,,,,
Gadzhi Omargadzhiev,185.42,77.11,180.34,Switch,1993-02-24,1.8,39.0,2.2,39.0,1.35,30.0,60.0,0.5,13.0,2.0,0.0
Gadzhimurad Antigulov,180.34,92.99,177.8,Orthodox,1987-02-09,2.08,55.0,4.21,40.0,5.08,36.0,0.0,1.4,20.0,8.0,0.0
Gaetano Pirrello,170.18,61.23,165.1,Orthodox,1992-04-29,0.99,55.0,2.44,42.0,0.0,0.0,30.0,0.0,15.0,7.0,1.0
Galore Bofando,180.34,77.11,182.88,Switch,1982-05-22,3.63,45.0,3.63,54.0,2.37,100.0,50.0,0.0,5.0,3.0,0.0
Gan McGee,208.28,120.2,,Orthodox,1976-11-20,2.2,29.0,2.31,59.0,0.65,25.0,83.0,0.0,13.0,5.0,0.0
Gareth Joseph,,92.99,,,,,,,,,,,,,,
Garett Whiteley,182.88,70.31,182.88,Orthodox,1980-12-13,3.72,48.0,4.04,46.0,0.0,0.0,27.0,0.9,7.0,3.0,0.0
Garreth McLellan,185.42,83.91,182.88,Southpaw,1982-09-01,3.56,54.0,2.94,45.0,1.15,22.0,34.0,0.9,13.0,6.0,0.0
Garrett Armfield,167.64,61.23,177.8,Orthodox,1996-10-09,5.35,53.0,3.64,56.0,1.1,50.0,64.0,0.6,10.0,5.0,0.0
Garrett Gross,175.26,70.31,,Orthodox,1988-08-08,,,,,,,,,,,
Garrett Mueller,175.26,61.23,,,1989-01-29,,,,,,,,,,,
Gary Frazier,182.88,111.13,,Orthodox,,,,,,,,,,,,
Gary Goodridge,190.5,112.94,,Orthodox,1966-01-17,1.84,56.0,2.14,48.0,0.4,100.0,53.0,0.8,23.0,22.0,1.0
Gary Mangat,170.18,61.23,,,,,,,,,,,,,,
Gary Padilla,180.34,92.99,,,1980-05-04,,,,,,,,,,,
Gary Quan,172.72,64.86,,,1971-04-11,,,,,,,,,,,
Gary Tapusoa,170.18,83.91,,,,,,,,,,,,,,
Gasan Umalatov,180.34,77.11,180.34,Orthodox,1982-09-11,2.23,39.0,4.1,59.0,0.75,17.0,90.0,0.0,17.0,4.0,2.0
Gaston Bolanos,170.18,61.23,175.26,Orthodox,1992-09-14,3.28,49.0,2.4,50.0,0.66,100.0,42.0,0.0,8.0,5.0,0.0
Gaston Reyno,182.88,65.77,,,1986-11-11,,,,,,,,,,,
Gauge Young,175.26,70.31,177.8,Orthodox,2000-07-14,5.71,51.0,5.82,48.0,1.0,30.0,71.0,0.0,10.0,3.0,0.0
Gavin Tucker,167.64,65.77,167.64,Southpaw,1986-06-17,4.29,44.0,4.18,57.0,3.13,44.0,53.0,1.5,13.0,3.0,0.0
Geane Herrera,165.1,56.7,167.64,Orthodox,1990-05-27,1.51,31.0,5.07,52.0,0.83,37.0,38.0,0.6,9.0,3.0,0.0
Gegard Mousasi,187.96,83.91,193.04,Orthodox,1985-08-01,3.75,50.0,1.21,68.0,1.59,60.0,59.0,1.1,42.0,6.0,2.0
Genaro Valdez,175.26,70.31,182.88,Orthodox,1992-01-16,4.08,30.0,7.16,48.0,1.54,44.0,36.0,0.4,10.0,3.0,0.0
Genki Sudo,175.26,70.31,,Orthodox,1978-03-08,1.55,39.0,2.23,33.0,3.58,60.0,50.0,4.2,15.0,4.0,2.0
Gennaro Strangis,,,,,,,,,,,,,,,,
Geoff Neal,180.34,77.11,190.5,Southpaw,1990-08-28,5.05,51.0,5.48,57.0,0.54,45.0,87.0,0.1,16.0,7.0,0.0
George Allen,187.96,92.99,,Open Stance,1967-01-13,,,,,,,,,,,
George Bush,185.42,92.99,,,,,,,,,,,,,,
George Hardwick,177.8,70.31,182.88,Orthodox,1996-12-06,,,,,,,,,,,
George Mangos,177.8,65.77,177.8,Switch,2003-08-19,,,,,,,,,,,
George Pacurariu,170.18,61.23,,,1984-07-28,,,,,,,,,,,
George Roop,185.42,61.23,182.88,Orthodox,1981-11-10,3.43,34.0,2.47,60.0,1.05,57.0,59.0,0.1,15.0,13.0,1.0
George Sotiropoulos,177.8,70.31,180.34,Orthodox,1977-07-09,2.61,27.0,2.52,67.0,2.32,31.0,53.0,1.6,14.0,7.0,0.0
George Stork,177.8,83.91,,,,,,,,,,,,,,
George Sullivan,182.88,77.11,185.42,Orthodox,1981-03-13,3.53,39.0,2.42,57.0,1.37,20.0,38.0,0.7,17.0,7.0,0.0
George Zuniga,175.26,83.91,,,,,,,,,,,,,,
Georges St-Pierre,180.34,83.91,193.04,Orthodox,1981-05-19,3.78,53.0,1.4,72.0,4.16,74.0,83.0,1.1,26.0,2.0,0.0
Georgi Karakhanyan,172.72,65.77,,,1985-05-29,,,,,,,,,,,
Gerald Harris,180.34,83.91,195.58,Southpaw,1979-11-19,1.41,29.0,1.58,62.0,2.96,54.0,72.0,0.0,23.0,5.0,0.0
Gerald Meerschaert,185.42,83.91,195.58,Southpaw,1987-12-18,3.02,45.0,3.49,53.0,1.83,30.0,42.0,1.4,37.0,20.0,0.0
Gerald Strebendt,175.26,70.31,,Orthodox,1979-03-01,0.0,0.0,4.0,38.0,0.0,0.0,0.0,16.4,9.0,7.0,0.0
Geraldo de Freitas,170.18,61.23,182.88,Orthodox,1991-09-30,3.67,52.0,2.62,50.0,3.0,45.0,59.0,0.0,12.0,6.0,0.0
Gerard Gordeau,195.58,97.98,,Orthodox,1959-03-30,,,,,,,,,,,
Germaine de Randamie,175.26,61.23,180.34,Orthodox,1984-04-24,2.57,46.0,2.0,65.0,0.0,0.0,65.0,0.4,10.0,5.0,0.0
Geronimo dos Santos,190.5,119.75,,Orthodox,1980-08-17,,,,,,,,,,,
Gerric Hayes,177.8,,,,,,,,,,,,,,,
Gerry Harris,203.2,122.47,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0
Gesias Cavalcante,172.72,70.31,180.34,Orthodox,1983-07-06,,,,,,,,,,,
Geza Kalman,185.42,90.72,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0
Gezhen Re,,70.31,,,,,,,,,,,,,,
Giacomo Lemos,190.5,112.04,190.5,Orthodox,1989-06-23,,,,,,,,,,,
Gian Siqueira,185.42,77.11,187.96,Orthodox,1994-06-23,,,,,,,,,,,
Gian Villante,190.5,104.33,193.04,Orthodox,1985-08-18,4.38,44.0,5.47,55.0,0.45,23.0,83.0,0.0,17.0,14.0,0.0
Gianni Vazquez,,61.23,,Orthodox,1994-07-17,,,,,,,,,,,
Gideon Ray,177.8,83.91,,Southpaw,1973-05-27,2.08,40.0,2.58,53.0,1.49,100.0,0.0,0.0,17.0,15.0,1.0
Giga Chikadze,182.88,65.77,187.96,Orthodox,1988-08-25,3.82,42.0,3.48,60.0,0.19,33.0,65.0,0.2,15.0,5.0,0.0
Gigo Jara,175.26,65.77,,,,,,,,,,,,,,
Gil Castillo,175.26,77.11,,Southpaw,1965-10-21,0.6,45.0,2.22,44.0,3.33,45.0,50.0,0.0,8.0,5.0,0.0
Gilbert Aldana,185.42,113.4,,Orthodox,1977-08-25,2.91,54.0,6.26,26.0,2.57,40.0,33.0,0.0,6.0,2.0,0.0
Gilbert Burns,177.8,77.11,180.34,Orthodox,1986-07-20,3.15,48.0,3.64,52.0,2.12,37.0,53.0,0.5,22.0,9.0,0.0
Gilbert Jimenez,,70.31,,,,,,,,,,,,,,
Gilbert Melendez,175.26,65.77,185.42,Orthodox,1982-04-12,3.44,33.0,2.53,63.0,1.64,41.0,71.0,0.2,22.0,8.0,0.0
Gilbert Rael,172.72,70.31,,,,,,,,,,,,,,
Gilbert Smith,175.26,83.91,,Southpaw,1981-10-19,1.09,41.0,2.73,35.0,3.51,60.0,0.0,1.2,12.0,6.0,0.0
Gilbert Urbina,190.5,77.11,190.5,Orthodox,1996-04-05,5.57,56.0,4.62,44.0,2.86,44.0,0.0,0.7,7.0,5.0,0.0
Gilbert Yvel,187.96,102.06,195.58,Orthodox,1976-06-30,1.05,47.0,1.78,50.0,0.0,0.0,25.0,1.0,39.0,16.0,1.0
Gilles Arsene,175.26,86.18,,Southpaw,,,,,,,,,,,,
Gillian Robertson,165.1,52.16,160.02,Orthodox,1995-05-17,2.86,48.0,2.86,56.0,2.74,40.0,41.0,0.9,16.0,8.0,0.0
Gina Carano,172.72,65.77,,Orthodox,1982-04-16,,,,,,,,,,,
Gina Mazany,167.64,56.7,172.72,Southpaw,1988-08-19,3.73,50.0,3.52,50.0,4.34,52.0,33.0,0.2,7.0,6.0,0.0
Gisele Moreira,167.64,61.23,,Orthodox,1981-01-14,,,,,,,,,,,
Glaico Franca Moreira,182.88,70.31,195.58,Orthodox,1991-02-28,2.35,42.0,3.46,47.0,2.68,42.0,76.0,0.3,15.0,5.0,0.0
Gleidson Cutis,175.26,70.31,,Orthodox,1989-02-07,,,,,,,,,,,
Gleison Tibau,177.8,70.31,180.34,Southpaw,1983-10-07,1.95,31.0,2.51,63.0,4.08,53.0,92.0,0.8,33.0,14.0,0.0
Gleristone Santos,175.26,65.77,,,1988-08-20,,,,,,,,,,,
Gloria de Paula,165.1,52.16,170.18,Orthodox,1995-06-10,4.89,53.0,3.77,66.0,0.74,37.0,65.0,0.5,6.0,5.0,0.0
Glover Teixeira,187.96,92.99,193.04,Orthodox,1979-10-28,3.73,49.0,4.43,51.0,2.11,33.0,60.0,0.9,33.0,9.0,0.0
Godofredo Pepey,170.18,65.77,185.42,Orthodox,1987-07-02,2.32,38.0,3.23,47.0,0.37,7.0,35.0,1.5,13.0,6.0,0.0
Goiti Yamauchi,177.8,65.77,,,1993-01-05,,,,,,,,,,,
Gokhan Saki,182.88,92.99,185.42,Orthodox,1983-10-19,7.09,58.0,4.57,53.0,0.0,0.0,100.0,0.0,1.0,2.0,0.0
Gokhan Saricam,,120.2,,,1991-02-26,,,,,,,,,,,
Goldman Butler,,,,,,,,,,,,,,,,
Goran Reljic,190.5,92.99,205.74,Southpaw,1984-03-20,1.69,37.0,2.69,59.0,1.69,50.0,33.0,1.1,15.0,8.0,0.0
Grant Dawson,177.8,70.31,182.88,Switch,1994-02-20,3.2,52.0,2.11,44.0,3.87,40.0,57.0,1.1,23.0,2.0,1.0
Gray Maynard,175.26,70.31,177.8,Orthodox,1979-05-09,1.92,32.0,2.64,66.0,2.91,47.0,81.0,0.7,13.0,7.0,1.0
Greg Hardy,195.58,120.2,203.2,Orthodox,1988-07-28,4.79,50.0,3.31,55.0,0.2,33.0,64.0,0.0,7.0,5.0,0.0
Greg McIntyre,177.8,70.31,,Orthodox,1980-04-21,,,,,,,,,,,
Greg Nagy,185.42,95.25,,Orthodox,1983-10-18,,,,,,,,,,,
Greg Rebello,182.88,108.86,185.42,Southpaw,1982-06-13,,,,,,,,,,,
Greg Scott,175.26,65.77,,,,,,,,,,,,,,
Greg Soto,180.34,77.11,185.42,Orthodox,1986-06-03,3.21,63.0,2.61,52.0,1.49,27.0,44.0,1.0,9.0,4.0,0.0
Greg Stott,170.18,99.79,,Southpaw,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Greg Velasco,187.96,120.2,177.8,Southpaw,1993-09-23,,,,,,,,,,,
Greg Wilson,,70.31,,,1988-10-02,,,,,,,,,,,
Gregor Gillespie,170.18,70.31,180.34,Orthodox,1986-11-13,3.74,52.0,2.3,57.0,6.86,48.0,100.0,0.8,14.0,1.0,0.0
Gregory Bouchelaghem,187.96,83.01,,Switch,,,,,,,,,,,,
Gregory Rodrigues,190.5,83.91,190.5,Orthodox,1992-02-17,5.54,51.0,5.04,50.0,2.21,38.0,90.0,0.3,17.0,6.0,0.0
Grigory Popov,170.18,61.23,172.72,Switch,1984-04-18,3.63,37.0,4.2,55.0,0.0,0.0,45.0,0.0,13.0,3.0,0.0
Guangyou Ning,162.56,65.77,162.56,Southpaw,1981-12-15,2.66,41.0,1.91,61.0,1.09,50.0,62.0,0.3,5.0,4.0,1.0
Gugun Gusman,170.18,61.23,172.72,Orthodox,1990-03-03,,,,,,,,,,,
Guido Cannetti,167.64,61.23,172.72,Southpaw,1979-12-19,3.44,55.0,2.84,51.0,2.27,55.0,64.0,0.4,10.0,8.0,0.0
Guilherme Costa,,70.31,,,,,,,,,,,,,,
Guilherme Pat,,120.2,,,,,,,,,,,,,,
Guilherme Uriel,185.42,120.2,187.96,Orthodox,1997-02-18,,,,,,,,,,,
Guilherme Vasconcelos,182.88,83.91,,Orthodox,1986-03-23,3.27,29.0,4.4,70.0,0.0,0.0,0.0,0.0,9.0,4.0,0.0
Guilherme Viana,193.04,92.99,,,,,,,,,,,,,,
Gunnar Nelson,180.34,77.11,182.88,Switch,1988-07-28,1.77,61.0,3.06,48.0,2.0,52.0,68.0,1.0,19.0,6.0,1.0
Guram Kutateladze,180.34,70.31,182.88,Orthodox,1992-01-08,3.53,45.0,4.22,54.0,0.61,15.0,75.0,0.0,13.0,5.0,0.0
Gustavo Gabriel,167.64,56.7,,Orthodox,1994-04-01,,,,,,,,,,,
Gustavo Lopez,165.1,61.23,170.18,Orthodox,1989-06-27,2.48,40.0,3.87,57.0,1.74,41.0,31.0,0.7,12.0,6.0,1.0
Guto Inocente,190.5,92.99,,Orthodox,1986-05-29,4.13,66.0,2.92,54.0,0.67,33.0,66.0,0.7,7.0,4.0,0.0
Guy Mezger,185.42,90.72,,Orthodox,1968-01-01,2.3,32.0,1.36,72.0,0.39,50.0,88.0,0.0,30.0,14.0,2.0
Hacran Dias,172.72,70.31,175.26,Orthodox,1984-06-16,2.08,41.0,3.31,55.0,2.5,39.0,76.0,0.5,23.0,6.0,1.0
Hailey Cowan,172.72,61.23,170.18,Southpaw,1992-02-12,2.5,42.0,2.79,33.0,1.63,36.0,80.0,0.0,7.0,4.0,0.0
Haisam Rida,,,,,1993-07-25,,,,,,,,,,,
Hakeem Dawodu,172.72,65.77,185.42,Orthodox,1991-07-02,5.45,50.0,3.37,56.0,0.0,0.0,65.0,0.0,13.0,4.0,1.0
Hamdy Abdelwahab,187.96,119.75,182.88,Southpaw,1993-01-22,3.49,49.0,4.49,51.0,1.33,66.0,100.0,0.0,6.0,1.0,0.0
Hamid Amiri,,65.77,,,2003-06-15,,,,,,,,,,,
Han Ten Yun,180.34,99.79,,,,,,,,,,,,,,
HanSeul Kim,185.42,77.11,185.42,Southpaw,1990-06-19,,,,,,,,,,,
Hannah Cifers,154.94,52.16,157.48,Orthodox,1992-06-26,4.99,44.0,5.39,52.0,0.26,100.0,64.0,0.3,10.0,7.0,0.0
Hannah Goldy,162.56,52.16,154.94,Orthodox,1992-05-18,5.19,47.0,4.67,50.0,0.66,12.0,54.0,0.2,6.0,4.0,0.0
Hans Nijman,182.88,113.4,,Switch,1959-10-23,,,,,,,,,,,
Hans Stringer,190.5,92.99,,Orthodox,1987-07-06,3.16,61.0,2.84,41.0,2.4,36.0,62.0,0.0,22.0,8.0,3.0
Harold Howard,187.96,108.86,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0
Harris Sarmiento,175.26,70.31,,Orthodox,1983-09-09,,,,,,,,,,,
Harry Hardwick,172.72,70.31,180.34,Switch,1994-09-29,2.39,34.0,7.16,40.0,0.0,0.0,0.0,0.0,13.0,4.0,1.0
Harry Hunsucker,187.96,92.99,190.5,Orthodox,1989-01-03,3.54,52.0,6.53,42.0,0.0,0.0,0.0,2.0,7.0,6.0,0.0
Harry Moskowitz,195.58,124.74,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,0.0
Harvey Park,182.88,70.31,177.8,Orthodox,1986-03-22,,,,,,,,,,,
Hashem Arkhagha,187.96,83.91,190.5,Orthodox,1989-09-11,,,,,,,,,,,
Hatsu Hioki,180.34,65.77,185.42,Orthodox,1983-07-18,2.42,42.0,2.12,65.0,2.55,56.0,54.0,0.6,29.0,10.0,2.0
Haven Torres,,56.7,,,,,,,,,,,,,,
Hayato Sakurai,170.18,76.2,,Orthodox,1975-08-24,2.45,49.0,1.94,59.0,1.87,69.0,56.0,0.3,38.0,13.0,2.0
Hayder Hassan,177.8,77.11,,,1982-10-20,2.11,46.0,3.16,48.0,0.0,0.0,25.0,0.0,6.0,3.0,0.0
He-Man Gipson,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
Heath Herring,193.04,113.4,198.12,Orthodox,1978-03-02,2.37,50.0,1.77,54.0,1.22,50.0,32.0,0.7,28.0,16.0,0.0
Heather Clark,167.64,52.16,162.56,Orthodox,1980-09-19,3.69,49.0,5.62,50.0,0.33,4.0,80.0,0.3,7.0,6.0,0.0
Hecher Sosa,175.26,61.23,177.8,Orthodox,1995-08-25,,,,,,,,,,,
Hector Aldana,180.34,77.11,182.88,Orthodox,1988-08-17,3.59,38.0,5.08,59.0,0.93,100.0,0.0,0.0,4.0,3.0,0.0
Hector Lombard,175.26,83.91,180.34,Southpaw,1978-02-02,3.02,46.0,3.35,53.0,1.69,48.0,77.0,0.5,34.0,10.0,1.0
Hector Ramirez,182.88,92.99,,Orthodox,1976-03-28,2.27,41.0,4.6,56.0,2.3,55.0,66.0,0.5,10.0,6.0,1.0
Hector Sandoval,157.48,56.7,162.56,Orthodox,1986-07-19,3.31,52.0,2.33,65.0,3.49,25.0,71.0,1.4,14.0,4.0,0.0
Hector Urbina,180.34,77.11,185.42,Orthodox,1987-09-17,0.97,38.0,2.44,39.0,0.0,0.0,38.0,3.8,17.0,10.0,1.0
Helena Crevar,,,,,,,,,,,,,,,,
Helio Dipp,195.58,83.91,,Orthodox,,,,,,,,,,,,
Henrique Da Silva Lopes,190.5,108.86,,,1985-03-08,,,,,,,,,,,
Henrique Shiguemoto,180.34,83.91,182.88,Orthodox,1989-06-22,,,,,,,,,,,
Henrique da Silva,190.5,92.99,193.04,Orthodox,1989-09-01,3.89,60.0,5.28,40.0,0.25,14.0,22.0,0.2,14.0,5.0,0.0
Henry Briones,172.72,61.23,175.26,Orthodox,1980-10-22,3.47,42.0,4.68,53.0,0.0,0.0,52.0,0.6,16.0,8.0,1.0
Henry Cejudo,162.56,61.23,162.56,Orthodox,1987-02-09,3.82,47.0,3.46,59.0,1.84,31.0,76.0,0.1,16.0,5.0,0.0
Henry Corrales,175.26,65.77,,,,,,,,,,,,,,
Henry Martinez,170.18,70.31,175.26,Southpaw,1983-08-07,2.79,25.0,4.01,60.0,0.0,0.0,80.0,0.0,9.0,4.0,0.0
Henry Miller,170.18,122.47,,Southpaw,1969-07-16,,,,,,,,,,,
Heraldo Souza,180.34,83.91,185.42,Orthodox,1994-12-15,,,,,,,,,,,
Herbert Burns,175.26,65.77,185.42,Orthodox,1988-02-02,1.86,36.0,5.17,41.0,2.94,34.0,66.0,1.8,11.0,6.0,0.0
Herdem Alacabek,187.96,92.99,190.5,Orthodox,1991-06-07,,,,,,,,,,,
Herman Renting,182.88,97.52,,Switch,,,,,,,,,,,,
Herman Terrado,,77.11,,,,,,,,,,,,,,
Hermes Franca,167.64,70.31,180.34,Orthodox,1974-08-26,1.78,39.0,2.85,55.0,1.53,36.0,37.0,2.4,24.0,17.0,0.0
Hernani Perpetuo,182.88,77.11,,Orthodox,1985-05-24,2.73,29.0,4.37,55.0,0.0,0.0,37.0,0.5,18.0,5.0,0.0
Herschel Walker,185.42,97.52,,Orthodox,1962-03-03,,,,,,,,,,,
Hidehiko Hasegawa,175.26,77.11,,,1978-07-13,,,,,,,,,,,
Hidehiko Yoshida,180.34,102.06,,Orthodox,1969-09-03,,,,,,,,,,,
Hideo Tokoro,170.18,61.23,,Orthodox,1977-08-22,,,,,,,,,,,
Hidetaka Monma,182.88,76.2,,Orthodox,1973-10-23,,,,,,,,,,,
Hilarie Rose,160.02,52.16,160.02,Orthodox,1992-11-11,,,,,,,,,,,
Hiroko Yamanaka,180.34,61.23,,,1978-10-24,,,,,,,,,,,
Hiromitsu Kanehara,177.8,90.72,,Orthodox,1970-10-05,,,,,,,,,,,
Hiromitsu Miura,175.26,77.11,180.34,Orthodox,1981-09-22,,,,,,,,,,,
Hiroshi Izumi,,92.99,,Orthodox,1982-06-22,,,,,,,,,,,
Hirotaka Yokoi,180.34,92.99,,Orthodox,1978-06-08,,,,,,,,,,,
Hiroyuki Abe,167.64,65.77,,Orthodox,,,,,,,,,,,,
Hiroyuki Takaya,167.64,63.05,,Orthodox,1977-06-10,,,,,,,,,,,
Hisaki Kato,182.88,83.91,,,1982-09-17,,,,,,,,,,,
Hitomi Akano,162.56,61.23,,Southpaw,1974-07-27,,,,,,,,,,,
Ho Bae Myeon,180.34,76.2,,Orthodox,,,,,,,,,,,,
Ho Taek Oh,,70.31,,,1993-07-20,,,,,,,,,,,
Holly Holm,172.72,61.23,175.26,Southpaw,1981-10-17,3.13,40.0,2.92,55.0,0.87,30.0,76.0,0.1,15.0,7.0,0.0
Homer Moore,177.8,92.99,,Orthodox,1971-11-27,0.68,50.0,0.68,0.0,5.07,66.0,0.0,0.0,26.0,9.0,2.0
Hong Man Choi,218.44,149.69,,Orthodox,1980-10-30,,,,,,,,,,,
Horacio Gutierrez,177.8,65.77,,,1990-09-15,0.86,26.0,2.91,46.0,0.0,0.0,50.0,0.0,4.0,3.0,0.0
Houston Alexander,182.88,92.99,182.88,Orthodox,1972-03-22,3.06,54.0,3.2,52.0,1.19,57.0,33.0,0.0,17.0,15.0,1.0
Houston Dorr,185.42,95.25,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
Hu Yaozong,190.5,83.91,182.88,Orthodox,1995-04-07,3.35,48.0,5.09,35.0,0.0,0.0,33.0,0.4,3.0,3.0,0.0
Huang Feier,165.1,52.16,165.1,Orthodox,1994-03-12,,,,,,,,,,,
Hugh Pulley,182.88,70.31,,,,,,,,,,,,,,
Hugo Cunha,190.5,119.29,200.66,Orthodox,1993-02-04,,,,,,,,,,,
Hugo Duarte,182.88,108.86,,Orthodox,1968-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0
Hugo Govea,,,,,,,,,,,,,,,,
Hugo Sandoval,,61.23,,,,,,,,,,,,,,
Hugo Viana,167.64,61.23,170.18,Orthodox,1982-09-26,3.05,38.0,3.2,57.0,0.22,6.0,50.0,0.0,8.0,4.0,0.0
Humberto Bandenay,180.34,65.77,180.34,Southpaw,1994-09-04,2.22,41.0,4.79,41.0,2.9,46.0,62.0,0.5,14.0,7.0,0.0
Humberto Brown Morrison,177.8,65.77,,,1984-11-03,1.71,50.0,2.19,62.0,1.43,25.0,0.0,0.0,4.0,6.0,0.0
Humberto DeLeon,,61.23,,,1989-11-12,,,,,,,,,,,
Hunter Azure,172.72,65.77,175.26,Orthodox,1992-03-02,3.92,53.0,2.08,58.0,1.97,34.0,67.0,1.3,9.0,2.0,0.0
Hunter Worsham,,83.91,,,,,,,,,,,,,,
Hussain Rasouli,167.64,61.23,,,,,,,,,,,,,,
Hyder Amil,175.26,65.77,177.8,Switch,1990-05-28,6.84,57.0,4.18,51.0,0.77,20.0,81.0,1.2,11.0,1.0,0.0
Hyeonjong Song,,61.23,,,2002-04-23,,,,,,,,,,,
Hyun Gyu Lim,190.5,77.11,195.58,Orthodox,1985-01-16,4.45,41.0,5.07,51.0,0.23,100.0,73.0,0.2,13.0,7.0,1.0
HyunSung Park,170.18,56.7,167.64,Orthodox,1995-11-04,3.66,46.0,2.94,59.0,1.59,33.0,50.0,2.4,10.0,1.0,0.0
Ian Butler,172.72,70.31,,,,,,,,,,,,,,
Ian Entwistle,165.1,61.23,,Orthodox,1986-11-19,0.11,7.0,7.36,31.0,0.0,0.0,0.0,12.1,9.0,3.0,0.0
Ian Freeman,180.34,102.06,,Orthodox,1966-11-10,2.54,48.0,3.11,44.0,1.44,40.0,80.0,0.7,20.0,7.0,1.0
Ian Heinisch,180.34,83.91,182.88,Orthodox,1988-08-05,3.25,50.0,2.98,59.0,1.02,17.0,59.0,0.7,14.0,5.0,0.0
Ian Loveland,172.72,65.77,,Orthodox,1983-09-07,2.71,40.0,2.36,64.0,1.0,37.0,69.0,0.3,18.0,10.0,0.0
Ian Machado Garry,190.5,77.11,187.96,Orthodox,1997-11-17,4.77,54.0,2.77,51.0,1.02,33.0,73.0,0.4,16.0,1.0,0.0
Ian McCall,165.1,56.7,162.56,Orthodox,1984-05-07,3.59,39.0,3.25,67.0,2.08,30.0,88.0,0.0,13.0,5.0,1.0
Ian Murphy,185.42,83.91,,Orthodox,1985-06-14,,,,,,,,,,,
Ian Rammel,182.88,83.91,,,1985-07-22,,,,,,,,,,,
Iasmin Lucindo,160.02,52.16,167.64,Orthodox,2002-01-08,3.22,45.0,2.8,62.0,2.28,55.0,68.0,0.1,18.0,6.0,0.0
Ibo Aslan,190.5,92.99,195.58,Orthodox,1996-04-23,5.09,47.0,3.47,59.0,0.0,0.0,86.0,0.0,14.0,3.0,0.0
Ibragim Magomedov,182.88,113.4,,Orthodox,,,,,,,,,,,,
Icaro Brito,,65.77,,,1999-03-09,,,,,,,,,,,
Icho Larenas,190.5,106.59,,Orthodox,1980-03-12,0.17,15.0,2.5,28.0,0.0,0.0,14.0,0.0,6.0,5.0,0.0
Ido Pariente,172.72,70.31,,Orthodox,,,,,,,,,,,,
Idris Wasi,182.88,84.37,,,1989-12-11,,,,,,,,,,,
Ignacio Bahamondes,190.5,70.31,190.5,Orthodox,1997-08-27,6.55,45.0,4.33,56.0,0.0,0.0,75.0,0.4,17.0,6.0,0.0
Igor Araujo,185.42,77.11,195.58,Orthodox,1980-12-06,1.52,42.0,2.86,49.0,0.86,15.0,22.0,0.6,25.0,9.0,0.0
